numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 98561-1834;05/07/2025;Cashback;móveis;Semáforo;-23.562053084168195;-46.65423948917329;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;334.83;16.74
(11) 96666-3169;20/07/2025;Produto;mercado express;Parque Trianon;-23.564425795768393;-46.6572182790119;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;690.48;13.21
(11) 94270-4636;20/07/2025;Cashback;móveis;Shopping Pátio Paulista;-23.570558938091803;-46.6451126326409;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;347.25;17.36
(41) 91255-7370;12/07/2025;Produto;outros;Estação Consolação;-23.555926283389695;-46.6615508636145;Smart Fit;Av. Paulista, 2006;735.04;23.58
(41) 99111-9165;13/07/2025;Cashback;vestuário;MASP;-23.5614189268688;-46.655524482017896;Havaianas;Av. Paulista, 2439;689.41;34.47
(11) 91597-6303;05/07/2025;Desconto;outros;Calçada aleatória;-23.563241920272198;-46.6501592606318;Smart Fit;Av. Paulista, 2006;109.16;11.43
(11) 95051-4015;12/07/2025;Desconto;mercado express;MASP;-23.5615608318327;-46.655567751736804;Pão de Açúcar;Rua Pamplona, 1704;581.37;117.47
(11) 91424-6893;17/07/2025;Cashback;farmácia;Shopping Pátio Paulista;-23.570344432553096;-46.645096987802205;Drogaria São Paulo;Av. Paulista, 1230;454.7;22.73
(31) 94264-3628;20/07/2025;Produto;mercado express;Shopping Cidade São Paulo;-23.562981821544405;-46.652410787627204;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;571.7;16.58
(11) 99356-3112;03/07/2025;Desconto;eletrodoméstico;Shopping Cidade São Paulo;-23.5629798035507;-46.651970388925804;Ponto Frio;Rua da Consolação, 2303;927.78;293.71
(11) 96271-4550;17/07/2025;Produto;móveis;MASP;-23.561167855345598;-46.6557288177906;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;726.46;30.58
(11) 99480-1883;29/07/2025;Cashback;vestuário;Estação Consolação;-23.5554509975931;-46.6612672113228;Havaianas;Av. Paulista, 2439;236.15;11.81
(11) 93680-9923;26/07/2025;Desconto;outros;Calçada aleatória;-23.563585352302606;-46.64980538703372;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;143.2;49.04
(11) 97691-5823;17/07/2025;Cashback;mercado express;Calçada aleatória;-23.564050135423994;-46.649955985893996;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;351.33;17.57
(11) 96795-3473;19/07/2025;Produto;eletrodoméstico;Semáforo;-23.561638047310005;-46.65424508070131;Kalunga;Rua Augusta, 2220;540.22;24.48
(11) 98281-5842;12/07/2025;Produto;restaurante;Calçada aleatória;-23.563889398007305;-46.65011800164369;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;961.73;39.52
(31) 98016-1598;13/07/2025;Produto;mercado express;Estação Consolação;-23.555762376553098;-46.6612344644412;Pão de Açúcar;Rua Pamplona, 1704;301.66;4.12
(11) 97792-6143;01/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563099670279502;-46.6522890690355;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;324.81;16.24
(11) 93427-3447;19/07/2025;Produto;outros;Parque Trianon;-23.564419956842197;-46.65677512393011;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;992.62;33.46
(11) 94386-3483;13/07/2025;Cashback;mercado express;Semáforo;-23.5618063547456;-46.65335102358299;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;503.31;25.17
(11) 92271-3864;05/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.5706413334704;-46.64558525490169;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;216.97;10.85
(11) 98821-7666;31/07/2025;Desconto;restaurante;Calçada aleatória;-23.563925184894803;-46.64952676401599;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;891.11;122.37
(11) 99913-6311;05/07/2025;Cashback;mercado express;MASP;-23.561442588659695;-46.6557972935422;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;207.13;10.36
(11) 96417-4313;05/07/2025;Desconto;móveis;MASP;-23.561231631047;-46.655825017263005;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;521.99;133.32
(11) 99629-5649;20/07/2025;Desconto;móveis;Shopping Pátio Paulista;-23.570682930084303;-46.64559277300211;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;821.11;154.25
(11) 91991-1377;26/07/2025;Cashback;vestuário;Estação Consolação;-23.555448910474997;-46.6619259545898;Renner;Av. Paulista, 2230;938.72;46.94
(11) 98940-2301;20/07/2025;Desconto;vestuário;Calçada aleatória;-23.5639601090977;-46.65021003624441;Renner;Av. Paulista, 2230;875.93;407.94
(11) 93292-7214;26/07/2025;Produto;vestuário;Calçada aleatória;-23.5636414860113;-46.65045695607138;Renner;Av. Paulista, 2230;394.02;20.82
(11) 96747-4845;20/07/2025;Cashback;móveis;Shopping Pátio Paulista;-23.5707166765541;-46.645537836437384;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;388.95;19.45
(11) 95407-5199;13/07/2025;Desconto;vestuário;Calçada aleatória;-23.56353034279121;-46.65001972507829;Riachuelo;Av. Paulista, 2277;556.02;137.65
(11) 93085-7373;05/07/2025;Produto;móveis;Shopping Pátio Paulista;-23.570715559857998;-46.6450866528791;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;769.34;25.96
(11) 99223-7125;26/07/2025;Cashback;mercado express;Shopping Cidade São Paulo;-23.563591404170104;-46.652962641786885;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;974.55;48.73
(11) 91691-3347;13/07/2025;Produto;vestuário;MASP;-23.5612819956649;-46.6560316162673;Riachuelo;Av. Paulista, 2277;518.59;7.85
(11) 97172-6936;31/07/2025;Cashback;móveis;Semáforo;-23.562306369845096;-46.6537874930658;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;588.16;29.41
(11) 92186-9694;13/07/2025;Desconto;móveis;Estação Consolação;-23.555697859785806;-46.6617872235892;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;180.48;19.44
(61) 99383-1691;25/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.5635410913196;-46.65204126280149;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;402.55;20.13
(11) 91362-2215;13/07/2025;Desconto;vestuário;Parque Trianon;-23.563816939646593;-46.65702875275912;Renner;Av. Paulista, 2230;151.83;44.44
(11) 98119-9412;13/07/2025;Cashback;móveis;Calçada aleatória;-23.563446008901103;-46.65032102542979;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;709.95;35.5
(11) 96228-3416;29/07/2025;Desconto;outros;Parque Trianon;-23.564469657551204;-46.65720657242091;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;781.66;206.71
(11) 93515-7116;15/07/2025;Produto;farmácia;Semáforo;-23.56201367580489;-46.653926998165204;Drogaria São Paulo;Av. Paulista, 1230;125.02;5.55
(11) 95912-7468;27/07/2025;Cashback;farmácia;Semáforo;-23.562072370817297;-46.653894383380994;Drogaria São Paulo;Av. Paulista, 1230;600.3;30.02
(21) 99471-8833;20/07/2025;Desconto;móveis;Estação Consolação;-23.556146461827197;-46.66118487061869;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;974.89;336.21
(11) 97021-4510;12/07/2025;Produto;vestuário;Calçada aleatória;-23.564024645353502;-46.6496648112505;Havaianas;Av. Paulista, 2439;942.54;54.64
(11) 92439-8008;12/07/2025;Desconto;móveis;Calçada aleatória;-23.563897182396005;-46.64986297403419;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;331.04;163.98
(11) 97280-8552;30/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.570378069815895;-46.6455166874319;Riachuelo;Av. Paulista, 2277;853.87;124.72
(11) 94806-7790;20/07/2025;Cashback;restaurante;Calçada aleatória;-23.563807183172003;-46.64960125424089;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;291.66;14.58
(11) 99215-8561;13/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.563098043649;-46.65209029887269;Havaianas;Av. Paulista, 2439;639.06;279.38
(11) 96241-4658;12/07/2025;Produto;vestuário;Calçada aleatória;-23.564026920708198;-46.6495679648353;Riachuelo;Av. Paulista, 2277;143.72;5.15
(11) 91557-5801;08/07/2025;Desconto;mercado express;Semáforo;-23.562202917690602;-46.6534597178701;Pão de Açúcar;Rua Pamplona, 1704;121.95;52.28
(11) 99091-6942;05/07/2025;Cashback;mercado express;Semáforo;-23.562012047385103;-46.65442923253061;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;344.6;17.23
(11) 97804-9081;13/07/2025;Desconto;móveis;Estação Consolação;-23.5557325686755;-46.661822315497204;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;243.97;57.94
(11) 98168-8065;19/07/2025;Produto;eletrodoméstico;Shopping Cidade São Paulo;-23.5629048069353;-46.6524987871937;Kalunga;Rua Augusta, 2220;319.93;9.98
(11) 97851-9467;26/07/2025;Cashback;vestuário;Calçada aleatória;-23.5641338550299;-46.65056686221921;Renner;Av. Paulista, 2230;719.46;35.97
(11) 94923-3619;20/07/2025;Cashback;vestuário;Semáforo;-23.5621356918957;-46.654727163797894;Renner;Av. Paulista, 2230;827.36;41.37
(11) 98530-9422;05/07/2025;Produto;vestuário;Calçada aleatória;-23.56447517084701;-46.64977187560311;Renner;Av. Paulista, 2230;237.38;7.74
(11) 98173-6076;12/07/2025;Desconto;outros;MASP;-23.561178259952403;-46.655753362731396;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;391.57;94.81
(11) 99281-4512;20/07/2025;Produto;outros;Semáforo;-23.562290092842904;-46.654014313406805;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;325.03;17.32
(11) 91332-3918;05/07/2025;Desconto;vestuário;Shopping Pátio Paulista;-23.5705500807617;-46.6459985094067;Havaianas;Av. Paulista, 2439;610.28;86.99
(11) 99405-9627;06/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.562705980509396;-46.6520397913128;Riachuelo;Av. Paulista, 2277;876.55;43.83
(11) 99123-9533;12/07/2025;Cashback;outros;Parque Trianon;-23.5640782892521;-46.6569909342483;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;750.58;37.53
(11) 93637-2877;05/07/2025;Cashback;vestuário;MASP;-23.5613514851576;-46.656493520460494;Riachuelo;Av. Paulista, 2277;380.01;19.0
(11) 96100-8131;05/07/2025;Desconto;móveis;Calçada aleatória;-23.5640741532147;-46.65020459527429;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;913.16;199.79
(11) 93903-7158;05/07/2025;Produto;móveis;Parque Trianon;-23.564312486002898;-46.65708333008779;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;838.29;38.51
(31) 91695-9776;29/07/2025;Produto;farmácia;Semáforo;-23.561460694041898;-46.6538077471416;Drogaria São Paulo;Av. Paulista, 1230;871.64;39.08
(11) 96022-6656;13/07/2025;Cashback;mercado express;MASP;-23.561585353696902;-46.6557092251655;Pão de Açúcar;Rua Pamplona, 1704;441.5;22.08
(11) 96341-7815;19/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-23.562737193368996;-46.65202560989509;Pão de Açúcar;Rua Pamplona, 1704;424.04;118.27
(31) 99984-2060;05/07/2025;Desconto;eletrodoméstico;Estação Consolação;-23.555753110889004;-46.661812081033304;Kalunga;Rua Augusta, 2220;166.15;61.42
(11) 93336-1121;30/07/2025;Desconto;vestuário;Semáforo;-23.561790533005897;-46.65388195438429;Havaianas;Av. Paulista, 2439;172.1;41.37
(11) 92377-7269;12/07/2025;Cashback;eletrodoméstico;Parque Trianon;-23.563743442033893;-46.65680844845941;Ponto Frio;Rua da Consolação, 2303;858.92;42.95
(11) 94066-9378;19/07/2025;Produto;móveis;Parque Trianon;-23.5636971341854;-46.657159570563394;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;414.56;11.37
(11) 92096-8158;26/07/2025;Cashback;mercado express;Estação Consolação;-23.555375781780306;-46.6615587201185;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;455.6;22.78
(11) 94715-4369;26/07/2025;Desconto;vestuário;Calçada aleatória;-23.563377421738195;-46.6502067563454;Riachuelo;Av. Paulista, 2277;359.26;113.41
(11) 97074-1042;09/07/2025;Cashback;restaurante;Semáforo;-23.561479210859005;-46.653940626764914;Subway;Av. Paulista, 2026;804.98;40.25
(11) 93522-1905;26/07/2025;Desconto;outros;Calçada aleatória;-23.564195425401003;-46.65014516575021;Smart Fit;Av. Paulista, 2006;706.46;228.47
(11) 96285-5059;21/07/2025;Desconto;eletrodoméstico;Semáforo;-23.5620961041924;-46.653872750215996;Kalunga;Rua Augusta, 2220;644.56;155.56
(11) 91149-7055;26/07/2025;Cashback;vestuário;Parque Trianon;-23.563855149353497;-46.6571711100011;Renner;Av. Paulista, 2230;216.08;10.8
(11) 98854-6461;20/07/2025;Produto;eletrodoméstico;Estação Consolação;-23.5557783063776;-46.660975318892405;Ponto Frio;Rua da Consolação, 2303;296.69;4.61
(11) 99842-7396;05/07/2025;Cashback;vestuário;Shopping Pátio Paulista;-23.570030737048903;-46.6455201028991;Lojas Americanas;Av. Paulista, 2300;355.22;17.76
(11) 99690-7750;01/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.5631455989565;-46.65226699060189;Havaianas;Av. Paulista, 2439;607.59;250.56
(11) 99146-5193;26/07/2025;Produto;vestuário;Calçada aleatória;-23.563815944608102;-46.65030683776949;Renner;Av. Paulista, 2230;910.81;9.5
(71) 94764-3918;15/07/2025;Cashback;outros;Calçada aleatória;-23.564077212961205;-46.65050057522209;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;994.2;49.71
(11) 93417-4380;27/07/2025;Cashback;eletrodoméstico;Semáforo;-23.5618802330632;-46.65380584121801;Kalunga;Rua Augusta, 2220;661.15;33.06
(11) 96875-8115;19/07/2025;Desconto;mercado express;Semáforo;-23.562144955938606;-46.65352780397099;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;779.1;279.09
(11) 95796-1473;19/07/2025;Desconto;móveis;Calçada aleatória;-23.564367729698898;-46.65043931246402;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;373.71;140.13
(11) 91688-2987;20/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561932664454396;-46.65368587050919;Ponto Frio;Rua da Consolação, 2303;970.88;48.54
(11) 93323-8963;23/07/2025;Cashback;mercado express;Parque Trianon;-23.563506821692492;-46.6571366652788;Pão de Açúcar;Rua Pamplona, 1704;591.07;29.55
(11) 95772-9780;05/07/2025;Produto;eletrodoméstico;Calçada aleatória;-23.5636763957499;-46.65001155254079;Kalunga;Rua Augusta, 2220;868.1;11.41
(11) 93167-2220;19/07/2025;Cashback;mercado express;Calçada aleatória;-23.564051788189893;-46.6497349020187;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;137.15;6.86
(11) 98413-8397;12/07/2025;Produto;mercado express;Parque Trianon;-23.563816303136395;-46.657471917647;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;812.13;14.24
(11) 98381-1352;12/07/2025;Desconto;móveis;Estação Consolação;-23.555328037895002;-46.66120397259371;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;941.81;135.42
(11) 98698-9135;27/07/2025;Desconto;vestuário;Estação Consolação;-23.555958668810398;-46.661499258939905;Havaianas;Av. Paulista, 2439;904.5;288.9
(11) 96988-3433;27/07/2025;Cashback;vestuário;Semáforo;-23.5618517909441;-46.65392179787019;Renner;Av. Paulista, 2230;341.64;17.08
(21) 96570-7167;19/07/2025;Cashback;vestuário;Calçada aleatória;-23.56416509154611;-46.65020148701029;Renner;Av. Paulista, 2230;689.7;34.49
(71) 92223-2546;05/07/2025;Desconto;vestuário;Calçada aleatória;-23.564007666221194;-46.6496481812942;Lojas Americanas;Av. Paulista, 2300;880.81;384.16
(11) 94766-3306;13/07/2025;Produto;vestuário;MASP;-23.561250919953604;-46.6559921842996;Renner;Av. Paulista, 2230;768.4;46.02
(11) 92044-8437;26/07/2025;Produto;restaurante;MASP;-23.561182490386805;-46.6567355627861;Subway;Av. Paulista, 2026;770.74;37.94
(11) 92614-8581;26/07/2025;Produto;eletrodoméstico;MASP;-23.561069370289808;-46.65640291413361;Ponto Frio;Rua da Consolação, 2303;852.05;31.64
(11) 92522-7063;13/07/2025;Produto;outros;MASP;-23.561522732282402;-46.6562169009683;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;675.68;30.75
(11) 92845-5727;19/07/2025;Produto;outros;MASP;-23.5618024044427;-46.65553275196369;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;902.23;50.74
(11) 91118-3405;19/07/2025;Produto;móveis;Calçada aleatória;-23.564140310360305;-46.64989604883541;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;985.5;28.1
(11) 91674-7579;13/07/2025;Cashback;eletrodoméstico;Estação Consolação;-23.5557850761736;-46.66147488775179;Kalunga;Rua Augusta, 2220;322.16;16.11
(21) 96305-6368;26/07/2025;Desconto;vestuário;Estação Consolação;-23.555747953432608;-46.66200289766721;Havaianas;Av. Paulista, 2439;483.07;228.72
(11) 95152-2808;20/07/2025;Cashback;restaurante;Parque Trianon;-23.563713119954105;-46.65714712697489;Subway;Av. Paulista, 2026;908.58;45.43
(11) 98682-2929;12/07/2025;Cashback;farmácia;Estação Consolação;-23.556237974569505;-46.661746434548206;Drogaria São Paulo;Av. Paulista, 1230;275.76;13.79
(11) 96680-8072;05/07/2025;Desconto;mercado express;Calçada aleatória;-23.563549772062796;-46.649744933477294;Pão de Açúcar;Rua Pamplona, 1704;360.43;114.18
(11) 95975-9501;09/07/2025;Cashback;vestuário;Semáforo;-23.562104595640303;-46.65410477731128;Riachuelo;Av. Paulista, 2277;214.05;10.7
(11) 91115-5419;26/07/2025;Cashback;restaurante;Calçada aleatória;-23.5640964905153;-46.64937697560491;Subway;Av. Paulista, 2026;677.39;33.87
(11) 98120-5026;20/07/2025;Desconto;móveis;MASP;-23.561299419364303;-46.6557519875058;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;987.76;297.58
(11) 92800-7167;05/07/2025;Desconto;farmácia;Parque Trianon;-23.563702914963702;-46.65692736325221;Drogaria São Paulo;Av. Paulista, 1230;454.57;80.23
(11) 93034-7228;05/07/2025;Cashback;outros;Shopping Pátio Paulista;-23.570626712643698;-46.6457099049547;Smart Fit;Av. Paulista, 2006;272.03;13.6
(11) 98757-1253;06/07/2025;Desconto;restaurante;Calçada aleatória;-23.5640214803778;-46.6500111666709;Subway;Av. Paulista, 2026;261.85;103.11
(11) 97321-6093;01/07/2025;Desconto;móveis;Calçada aleatória;-23.563781711136897;-46.649984416234204;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;149.62;72.81
(11) 94073-4440;27/07/2025;Produto;outros;MASP;-23.561194207976797;-46.655905214974;Smart Fit;Av. Paulista, 2006;735.92;38.64
(11) 97702-2706;12/07/2025;Cashback;vestuário;Calçada aleatória;-23.563976409442905;-46.650599460205285;Renner;Av. Paulista, 2230;913.15;45.66
(11) 91422-3334;19/07/2025;Cashback;vestuário;Semáforo;-23.561725101697498;-46.6538960534572;Riachuelo;Av. Paulista, 2277;525.66;26.28
(11) 94430-6826;26/07/2025;Cashback;mercado express;Calçada aleatória;-23.563700596967003;-46.6508688766134;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;553.25;27.66
(11) 93254-5240;19/07/2025;Desconto;farmácia;Semáforo;-23.561373487588504;-46.6540418768884;Drogaria São Paulo;Av. Paulista, 1230;509.13;162.05
(11) 93128-1523;20/07/2025;Produto;móveis;Semáforo;-23.5616675451549;-46.65431197177811;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;335.95;19.84
(11) 96892-7053;05/07/2025;Desconto;vestuário;Calçada aleatória;-23.5638161678284;-46.65031602466891;Renner;Av. Paulista, 2230;667.3;245.97
(11) 96927-7468;12/07/2025;Desconto;vestuário;MASP;-23.5616011306882;-46.6553067905938;Lojas Americanas;Av. Paulista, 2300;572.1;160.63
(11) 91508-3371;20/07/2025;Cashback;vestuário;Calçada aleatória;-23.564057204720203;-46.64993477013799;Riachuelo;Av. Paulista, 2277;120.82;6.04
(11) 94456-4818;18/07/2025;Desconto;restaurante;Calçada aleatória;-23.5637389796807;-46.6498512954336;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;884.76;278.68
(11) 96468-4130;13/07/2025;Cashback;vestuário;Semáforo;-23.5619548743284;-46.653890511699196;Riachuelo;Av. Paulista, 2277;681.31;34.07
(71) 93389-5924;05/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.562435975324398;-46.652320285639085;Lojas Americanas;Av. Paulista, 2300;978.78;48.94
(11) 92049-5825;12/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.563096670285898;-46.6519878036812;Lojas Americanas;Av. Paulista, 2300;543.08;72.7
(11) 95102-4497;19/07/2025;Cashback;mercado express;MASP;-23.5610823422201;-46.655524890908296;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;573.38;28.67
(71) 98354-8009;27/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561808380933297;-46.654342901473804;Ponto Frio;Rua da Consolação, 2303;949.52;47.48
(11) 92171-5498;26/07/2025;Cashback;outros;MASP;-23.56092397054031;-46.656224903617904;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;424.09;21.2
(71) 98871-1134;07/07/2025;Desconto;restaurante;Semáforo;-23.561909209360397;-46.65422628275499;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;397.2;121.83
(11) 94698-5524;17/07/2025;Cashback;móveis;Shopping Cidade São Paulo;-23.563176241503896;-46.65220437127688;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;945.28;47.26
(11) 91011-3035;19/07/2025;Produto;vestuário;Parque Trianon;-23.5639155928353;-46.65687242377369;Havaianas;Av. Paulista, 2439;561.12;23.56
(11) 98616-4476;21/07/2025;Produto;outros;Shopping Pátio Paulista;-23.5700648866192;-46.6455149397095;Smart Fit;Av. Paulista, 2006;949.52;27.32
(41) 91991-4739;04/07/2025;Cashback;farmácia;Parque Trianon;-23.564085246990498;-46.6567097738495;Drogaria São Paulo;Av. Paulista, 1230;172.78;8.64
(11) 91848-5817;26/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-23.5628001588533;-46.6526712823445;Havaianas;Av. Paulista, 2439;858.48;15.4
(11) 96252-2176;12/07/2025;Produto;móveis;MASP;-23.561234779979;-46.655670648177285;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;170.34;9.72
(11) 97580-6732;06/07/2025;Cashback;mercado express;Shopping Cidade São Paulo;-23.563246269051007;-46.65189028795597;Pão de Açúcar;Rua Pamplona, 1704;215.24;10.76
(11) 98665-4177;12/07/2025;Cashback;móveis;Parque Trianon;-23.564057016676106;-46.65696132706389;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;123.53;6.18
(11) 92553-7968;07/07/2025;Produto;vestuário;Calçada aleatória;-23.564051921547193;-46.6499953262857;Havaianas;Av. Paulista, 2439;595.25;18.82
(11) 98745-1710;05/07/2025;Desconto;vestuário;Calçada aleatória;-23.564328882526002;-46.65043201526471;Renner;Av. Paulista, 2230;819.6;254.58
(11) 95400-7591;20/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563521648480993;-46.650254088404395;Ponto Frio;Rua da Consolação, 2303;105.81;13.8
(11) 94068-6363;19/07/2025;Produto;restaurante;Calçada aleatória;-23.5642974177048;-46.650646017034006;Subway;Av. Paulista, 2026;758.39;10.89
(11) 94976-8189;05/07/2025;Produto;mercado express;Shopping Pátio Paulista;-23.570740688524296;-46.64604792693799;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;120.52;2.4
(11) 96471-7670;13/07/2025;Cashback;vestuário;MASP;-23.560921395451896;-46.655578054873104;Havaianas;Av. Paulista, 2439;994.4;49.72
(11) 94050-4570;26/07/2025;Desconto;restaurante;Estação Consolação;-23.5559774451035;-46.66094226925829;Subway;Av. Paulista, 2026;842.06;159.68
(11) 97664-8602;19/07/2025;Cashback;farmácia;Calçada aleatória;-23.5637054703539;-46.650097449415;Drogaria São Paulo;Av. Paulista, 1230;368.86;18.44
(31) 92437-4086;19/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563906821714394;-46.65161571722821;Smart Fit;Av. Paulista, 2006;550.99;27.55
(11) 91284-6554;05/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.56441687174;-46.650493619624;Kalunga;Rua Augusta, 2220;265.46;13.27
(11) 91491-5479;08/07/2025;Cashback;mercado express;Shopping Pátio Paulista;-23.570242228870402;-46.64491907427811;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;251.07;12.55
(11) 98224-8619;01/07/2025;Desconto;restaurante;Calçada aleatória;-23.563584718154402;-46.6498308272639;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;293.67;119.8
(11) 95423-6492;12/07/2025;Cashback;mercado express;Calçada aleatória;-23.563821573697503;-46.649743975332285;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;313.6;15.68
(11) 97633-9715;11/07/2025;Cashback;outros;Estação Consolação;-23.555543321423002;-46.661533642572806;Smart Fit;Av. Paulista, 2006;630.69;31.53
(11) 96816-4175;19/07/2025;Cashback;vestuário;Shopping Cidade São Paulo;-23.5631257396688;-46.6523217779383;Riachuelo;Av. Paulista, 2277;570.49;28.52
(11) 99184-9852;24/07/2025;Desconto;vestuário;Calçada aleatória;-23.5642261893766;-46.65008420252299;Havaianas;Av. Paulista, 2439;816.67;243.13
(11) 96727-5919;05/07/2025;Desconto;outros;Parque Trianon;-23.5645198870442;-46.657028501888;Smart Fit;Av. Paulista, 2006;390.85;148.91
(11) 91796-2785;04/07/2025;Cashback;outros;Shopping Cidade São Paulo;-23.563453577332105;-46.6526340767951;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;437.31;21.87
(31) 94690-2828;26/07/2025;Cashback;vestuário;Semáforo;-23.561946031754594;-46.6535823993141;Renner;Av. Paulista, 2230;872.11;43.61
(11) 99184-2340;05/07/2025;Produto;outros;Shopping Cidade São Paulo;-23.5628815050182;-46.65277415018098;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;688.38;39.95
(11) 92356-6289;05/07/2025;Desconto;vestuário;Shopping Cidade São Paulo;-23.563453888440897;-46.6520207686436;Havaianas;Av. Paulista, 2439;128.35;61.92
(11) 91864-5967;06/07/2025;Produto;móveis;Semáforo;-23.562294746217997;-46.65406738994499;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;526.79;18.23
(11) 98792-9097;23/07/2025;Cashback;vestuário;Semáforo;-23.5618349843702;-46.6542905033364;Riachuelo;Av. Paulista, 2277;505.42;25.27
(11) 91671-4994;05/07/2025;Desconto;móveis;Estação Consolação;-23.555739387348105;-46.66201820764841;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;970.95;289.02
(11) 91963-7326;05/07/2025;Produto;vestuário;Semáforo;-23.562180410293095;-46.653904065419724;Havaianas;Av. Paulista, 2439;116.34;3.06
(11) 96513-2080;19/07/2025;Produto;eletrodoméstico;MASP;-23.561891898120003;-46.6557488575786;Ponto Frio;Rua da Consolação, 2303;216.25;5.04
